Silicate_ID,Structure,E_ads,Area
FOR010_M2II_33,"{'numbers': [8, 12, 14, 8, 8, 6, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 6, 8, 8, 12, 8, 12, 12, 14, 8, 8, 8, 8, 8, 12, 14, 8, 6], 'positions': [[0.32329787, 4.8928425, 8.87360383], [3.11567848, 1.06632052, 7.68724424], [6.14872755, 3.07402922, 3.83900189], [3.11567848, 2.1617463, 5.75892804], [6.14872755, 2.36533427, 5.35062347], [6.0, 1.18987519, 8.76128983], [6.389396, 0.08271719, 8.87360383], [5.610604, 2.29703219, 8.64897583], [4.63220302, 5.83584282, 4.81115652], [1.59915395, 5.83584282, 4.81115652], [6.14872755, 3.47138318, 7.11308414], [3.11567848, 5.87644583, 7.68724424], [6.14872755, 7.88415453, 3.83900189], [3.11567848, 3.7875311, 5.78331114], [6.14872755, 4.69981402, 3.86338499], [3.11567848, 6.97187161, 5.75892804], [3.11567848, 4.49622605, 4.27168957], [6.14872755, 7.17545958, 5.35062347], [4.84047134, 7.17282132, 3.12639617], [4.4239347, 4.49886431, 6.49591686], [1.80742227, 4.49886431, 6.49591686], [7.45698376, 7.17282132, 3.12639617], [6.389396, 4.8928425, 8.87360383], [5.610604, 7.1071575, 8.64897583], [6.14872755, 8.28150849, 7.11308414], [3.11567848, 10.68657114, 7.68724424], [3.11567848, 8.59765641, 5.78331114], [4.4239347, 9.30898962, 6.49591686], [1.80742227, 9.30898962, 6.49591686], [6.0, 10.81012581, 8.76128983], [6.389396, 9.70296781, 8.87360383], [5.610604, 11.91728281, 8.64897583], [9.18177661, 1.06632052, 7.68724424], [9.18177661, 2.1617463, 5.75892804], [7.66525208, 5.83584282, 4.81115652], [9.18177661, 5.87644583, 7.68724424], [9.18177661, 3.7875311, 5.78331114], [9.18177661, 6.97187161, 5.75892804], [9.18177661, 4.49622605, 4.27168957], [10.49003283, 4.49886431, 6.49591686], [7.8735204, 4.49886431, 6.49591686], [11.67670213, 7.1071575, 8.64897583], [9.18177661, 10.68657114, 7.68724424], [9.18177661, 8.59765641, 5.78331114], [7.8735204, 9.30898962, 6.49591686], [6.0, 6.0000005, 8.76128983]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.02264660935293, 121.710994793147, 2.36366239468706, -2.25027128205079]",29.17868964225
FOR010_M2II_34,"{'numbers': [8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 12, 8, 12, 8, 6, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[4.31227173, 1.90189013, 4.54701161], [2.79574719, 5.37239868, 4.00754466], [4.31227173, 3.00793904, 6.30947228], [1.27922266, 5.41300169, 6.88363238], [4.31227173, 7.42071039, 3.03539003], [4.31227173, 4.23636988, 3.05977313], [1.27922266, 6.50842747, 4.95531618], [4.31227173, 6.71201544, 4.54701161], [2.58747887, 4.03542017, 5.692305], [0.65901637, 6.743007, 8.96460997], [4.31227173, 7.81806435, 6.30947228], [2.58747887, 8.84554548, 5.692305], [7.34532079, 0.60287638, 6.88363238], [7.34532079, 1.69830216, 4.95531618], [6.0000005, 1.18987469, 8.40586997], [5.2748855, 0.44686769, 7.84713097], [6.7251145, 1.93288169, 8.96460997], [8.86184533, 5.37239868, 4.00754466], [5.82879626, 5.37239868, 4.00754466], [10.37836986, 3.00793904, 6.30947228], [7.34532079, 5.41300169, 6.88363238], [7.34532079, 3.32408696, 4.97969928], [7.34532079, 6.50842747, 4.95531618], [7.34532079, 4.03278191, 3.46807771], [10.37836986, 6.71201544, 4.54701161], [8.65357701, 4.03542017, 5.692305], [6.03706458, 4.03542017, 5.692305], [5.2748855, 5.256993, 7.84713097], [6.7251145, 6.743007, 8.96460997], [10.37836986, 7.81806435, 6.30947228], [7.34532079, 10.223127, 6.88363238], [7.34532079, 8.13421227, 4.97969928], [7.34532079, 8.84290722, 3.46807771], [8.65357701, 8.84554548, 5.692305], [6.03706458, 8.84554548, 5.692305], [6.0000005, 10.81012531, 8.40586997], [5.2748855, 10.06711831, 7.84713097], [6.7251145, 11.55313231, 8.96460997], [11.34098363, 5.256993, 7.84713097], [6.0000005, 6.0, 8.40586997]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.41277366565305, 121.898989554474, 2.24364961569642, -2.8386597486508]",29.17868964225
FOR010_M2II_35,"{'numbers': [8, 6, 8, 8, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 14, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 8, 6], 'positions': [[1.05475687, 5.686656, 8.57503033], [6.0, 1.18987469, 8.76355333], [4.879145, 1.50321869, 8.95207533], [7.120855, 0.87653069, 8.57503033], [4.34720878, 4.13470133, 4.73268502], [5.86373331, 1.77024169, 7.03461264], [2.83068424, 4.17530434, 7.60877274], [5.86373331, 6.18301304, 3.76053039], [2.83068424, 2.08638961, 5.70483964], [5.86373331, 2.99867253, 3.78491349], [2.83068424, 5.27073012, 5.68045654], [5.86373331, 5.47431809, 5.27215197], [4.5554771, 5.47167983, 3.04792467], [4.13894046, 2.79772282, 6.41744536], [1.52242803, 2.79772282, 6.41744536], [7.17198952, 5.47167983, 3.04792467], [4.879145, 6.313344, 8.95207533], [7.120855, 5.686656, 8.57503033], [4.34720878, 8.94482664, 4.73268502], [5.86373331, 6.580367, 7.03461264], [2.83068424, 8.98542965, 7.60877274], [2.83068424, 6.89651492, 5.70483964], [5.86373331, 7.80879784, 3.78491349], [2.83068424, 7.60520987, 4.19321807], [5.86373331, 10.2844434, 5.27215197], [4.13894046, 7.60784813, 6.41744536], [1.52242803, 7.60784813, 6.41744536], [6.0, 10.81012531, 8.76355333], [4.879145, 11.12346931, 8.95207533], [7.120855, 10.49678131, 8.57503033], [7.38025784, 4.13470133, 4.73268502], [8.89678237, 4.17530434, 7.60877274], [8.89678237, 2.08638961, 5.70483964], [8.89678237, 5.27073012, 5.68045654], [10.20503859, 2.79772282, 6.41744536], [7.58852616, 2.79772282, 6.41744536], [10.94524313, 6.313344, 8.95207533], [7.38025784, 8.94482664, 4.73268502], [8.89678237, 8.98542965, 7.60877274], [8.89678237, 6.89651492, 5.70483964], [8.89678237, 10.08085543, 5.68045654], [8.89678237, 7.60520987, 4.19321807], [10.20503859, 7.60784813, 6.41744536], [7.58852616, 7.60784813, 6.41744536], [6.0, 6.0, 8.76355333]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.38938262215129, 122.940856998855, 2.18756719211997, -2.51476330105038]",29.17868964225
FOR010_M2II_36,"{'numbers': [8, 6, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 6, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 6], 'positions': [[0.33874087, 4.9024105, 8.72370947], [6.0, 1.18987419, 8.57727447], [6.404839, 0.09228519, 8.72370947], [5.595161, 2.28746419, 8.43083847], [2.9785711, 4.42543561, 4.24844516], [4.49509563, 2.06097597, 6.55037278], [1.46204656, 4.46603862, 7.12453288], [4.49509563, 6.47374732, 3.27629053], [1.46204656, 5.5614644, 5.19621668], [4.49509563, 5.76505237, 4.78791211], [2.77030278, 3.0884571, 5.9332055], [6.404839, 4.9024105, 8.72370947], [5.595161, 7.0975895, 8.43083847], [4.49509563, 6.87110128, 6.55037278], [1.46204656, 9.27616393, 7.12453288], [1.46204656, 7.1872492, 5.22059978], [4.49509563, 8.09953212, 3.30067363], [2.77030278, 7.89858241, 5.9332055], [6.0, 10.81012481, 8.57727447], [6.404839, 9.71253581, 8.72370947], [5.595161, 11.90771481, 8.43083847], [9.04466923, 4.42543561, 4.24844516], [6.01162016, 4.42543561, 4.24844516], [7.52814469, 4.46603862, 7.12453288], [7.52814469, 2.37712389, 5.22059978], [7.52814469, 5.5614644, 5.19621668], [7.52814469, 3.08581884, 3.70897821], [10.56119376, 5.76505237, 4.78791211], [8.83640091, 3.0884571, 5.9332055], [6.21988848, 3.0884571, 5.9332055], [11.66125913, 7.0975895, 8.43083847], [6.01162016, 9.23556092, 4.24844516], [10.56119376, 6.87110128, 6.55037278], [7.52814469, 9.27616393, 7.12453288], [7.52814469, 7.1872492, 5.22059978], [7.52814469, 10.37158971, 5.19621668], [7.52814469, 7.89594415, 3.70897821], [8.83640091, 7.89858241, 5.9332055], [6.21988848, 7.89858241, 5.9332055], [6.0, 5.9999995, 8.57727447]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-1.7410114850511, 125.289374854773, 2.19933194428112, -1.81360969424827]",29.17868964225
FOR010_M2II_37,"{'numbers': [8, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 6, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 6, 8, 8, 12, 12, 8, 8, 6], 'positions': [[2.50412075, 3.57872139, 4.77786756], [2.50412075, 4.6847703, 6.54032823], [2.50412075, 8.3888467, 4.77786756], [0.77932789, 5.71225143, 5.92316095], [0.31267237, 4.912737, 8.70937092], [2.50412075, 9.49489561, 6.54032823], [7.05369435, 2.23910462, 4.23840061], [4.02064528, 2.23910462, 4.23840061], [5.53716981, 2.27970764, 7.11448833], [5.53716981, 3.37513342, 5.18617213], [8.57021888, 3.57872139, 4.77786756], [6.84542603, 0.90212612, 5.92316095], [4.2289136, 0.90212612, 5.92316095], [6.0000005, 1.18987469, 8.45553292], [5.6212295, 2.27713769, 8.20169492], [6.3787705, 0.10261169, 8.70937092], [7.05369435, 7.04922994, 4.23840061], [4.02064528, 7.04922994, 4.23840061], [8.57021888, 4.6847703, 6.54032823], [5.53716981, 7.08983295, 7.11448833], [5.53716981, 5.00091822, 5.21055523], [8.57021888, 5.91320114, 3.29062908], [5.53716981, 8.18525873, 5.18617213], [5.53716981, 5.70961317, 3.69893366], [8.57021888, 8.3888467, 4.77786756], [6.84542603, 5.71225143, 5.92316095], [4.2289136, 5.71225143, 5.92316095], [5.6212295, 7.087263, 8.20169492], [6.3787705, 4.912737, 8.70937092], [8.57021888, 9.49489561, 6.54032823], [5.53716981, 9.81104353, 5.21055523], [6.84542603, 10.52237674, 5.92316095], [4.2289136, 10.52237674, 5.92316095], [6.0000005, 10.81012531, 8.45553292], [5.6212295, 11.89738831, 8.20169492], [6.3787705, 9.72286231, 8.70937092], [10.08674341, 7.04922994, 4.23840061], [11.60326794, 7.08983295, 7.11448833], [10.29501173, 5.71225143, 5.92316095], [11.68732763, 7.087263, 8.20169492], [6.0000005, 6.0, 8.45553292]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.40506325145293, 121.767183530053, 2.25097572280336, -2.83208255265095]",29.17868964225
FOR010_M2II_38,"{'numbers': [12, 12, 12, 14, 8, 8, 8, 12, 8, 12, 8, 6, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 14, 8, 8, 8, 6, 8, 8, 6], 'positions': [[2.96695093, 5.20302888, 4.11352916], [4.48347547, 2.83856924, 6.41545678], [1.4504264, 5.24363189, 6.98961688], [4.48347547, 7.25134059, 3.14137453], [4.48347547, 4.06700008, 3.16575763], [4.48347547, 6.54264564, 4.65299611], [2.75868261, 3.86605037, 5.7982895], [4.48347547, 7.64869455, 6.41545678], [2.75868261, 8.67617568, 5.7982895], [7.51652453, 0.43350658, 6.98961688], [7.51652453, 1.52893236, 5.06130068], [6.48598383, 1.18987519, 8.42368147], [6.32245283, 2.27344419, 7.98873747], [6.64951483, 0.10630519, 8.85862547], [9.03304907, 5.20302888, 4.11352916], [6.0, 5.20302888, 4.11352916], [10.5495736, 2.83856924, 6.41545678], [7.51652453, 5.24363189, 6.98961688], [7.51652453, 3.15471716, 5.08568378], [7.51652453, 6.33905767, 5.06130068], [7.51652453, 3.86341211, 3.57406221], [10.5495736, 6.54264564, 4.65299611], [8.82478075, 3.86605037, 5.7982895], [6.20826832, 3.86605037, 5.7982895], [6.32245283, 7.0835695, 7.98873747], [6.64951483, 4.9164305, 8.85862547], [6.0, 10.01315419, 4.11352916], [10.5495736, 7.64869455, 6.41545678], [7.51652453, 10.0537572, 6.98961688], [7.51652453, 7.96484247, 5.08568378], [7.51652453, 8.67353742, 3.57406221], [8.82478075, 8.67617568, 5.7982895], [6.20826832, 8.67617568, 5.7982895], [6.48598383, 10.81012581, 8.42368147], [6.32245283, 11.89369481, 7.98873747], [6.64951483, 9.72655581, 8.85862547], [6.48598383, 6.0000005, 8.42368147]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.38630875595231, 122.993543423018, 2.19531016489747, -2.5066443758526]",29.17868964225
FOR010_M2II_39,"{'numbers': [8, 8, 12, 6, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 8, 8, 8, 6], 'positions': [[2.12831915, 5.21726274, 4.87995011], [0.65996687, 5.071095, 8.63167147], [2.12831915, 6.32331165, 6.64241078], [6.0, 1.18987469, 8.62933147], [5.273935, 2.11877969, 8.62699147], [6.726065, 0.26096969, 8.63167147], [6.67789275, 3.87764598, 4.34048316], [3.64484368, 3.87764598, 4.34048316], [8.19441728, 1.51318634, 6.64241078], [5.16136821, 3.91824899, 7.21657088], [8.19441728, 5.92595769, 3.36832853], [5.16136821, 1.82933426, 5.31263778], [5.16136821, 5.01367477, 5.28825468], [8.19441728, 5.21726274, 4.87995011], [6.46962443, 2.54066747, 6.0252435], [3.853112, 2.54066747, 6.0252435], [5.273935, 6.928905, 8.62699147], [6.726065, 5.071095, 8.63167147], [6.67789275, 8.68777129, 4.34048316], [3.64484368, 8.68777129, 4.34048316], [8.19441728, 6.32331165, 6.64241078], [5.16136821, 8.7283743, 7.21657088], [5.16136821, 6.63945957, 5.31263778], [8.19441728, 7.55174249, 3.39271163], [5.16136821, 9.82380008, 5.28825468], [5.16136821, 7.34815452, 3.80101621], [8.19441728, 10.02738805, 4.87995011], [6.46962443, 7.35079278, 6.0252435], [3.853112, 7.35079278, 6.0252435], [6.0, 10.81012531, 8.62933147], [5.273935, 11.73903031, 8.62699147], [6.726065, 9.88122031, 8.63167147], [11.22746634, 3.91824899, 7.21657088], [9.91921013, 2.54066747, 6.0252435], [11.34003313, 6.928905, 8.62699147], [9.91921013, 7.35079278, 6.0252435], [6.0, 6.0, 8.62933147]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.41102234085088, 122.030761578591, 2.24285340120454, -2.83682869445079]",29.17868964225
FOR010_M2II_40,"{'numbers': [8, 12, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 6, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 6, 8, 8, 8, 8, 6], 'positions': [[2.34907915, 4.74355552, 4.71743811], [2.34907915, 5.84960443, 6.47989878], [0.94970537, 6.4472215, 8.79418347], [6.89865275, 3.40393875, 4.17797116], [3.86560368, 3.40393875, 4.17797116], [8.41517728, 1.03947911, 6.47989878], [5.38212821, 3.44454177, 7.05405888], [8.41517728, 5.45225047, 3.20581653], [5.38212821, 1.35562704, 5.15012578], [5.38212821, 4.53996755, 5.12574268], [8.41517728, 4.74355552, 4.71743811], [6.69038443, 2.06696025, 5.8627315], [4.073872, 2.06696025, 5.8627315], [6.0000005, 1.18987419, 8.39646847], [7.0158035, 1.63709619, 8.79418347], [4.9841965, 0.74265319, 7.99875447], [6.89865275, 8.21406407, 4.17797116], [3.86560368, 8.21406407, 4.17797116], [8.41517728, 5.84960443, 6.47989878], [5.38212821, 8.25466708, 7.05405888], [5.38212821, 6.16575235, 5.15012578], [8.41517728, 7.07803527, 3.23019963], [5.38212821, 9.35009286, 5.12574268], [5.38212821, 6.8744473, 3.63850421], [8.41517728, 9.55368083, 4.71743811], [6.69038443, 6.87708556, 5.8627315], [4.073872, 6.87708556, 5.8627315], [7.0158035, 6.4472215, 8.79418347], [4.9841965, 5.5527785, 7.99875447], [8.41517728, 10.65972974, 6.47989878], [5.38212821, 10.97587766, 5.15012578], [6.0000005, 10.81012481, 8.39646847], [7.0158035, 11.25734681, 8.79418347], [4.9841965, 10.36290381, 7.99875447], [10.13997013, 6.87708556, 5.8627315], [11.05029463, 5.5527785, 7.99875447], [6.0000005, 5.9999995, 8.39646847]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.34708830505156, 120.171641932043, 2.28652338030861, -2.84753766745166]",29.17868964225
FOR010_M2II_41,"{'numbers': [8, 6, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 14, 8, 8, 8, 6, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 6], 'positions': [[0.73540737, 6.864656, 8.76076233], [6.0000005, 1.18987469, 8.76091433], [6.8015055, 2.05453069, 8.76076233], [5.1984945, 0.32521869, 8.76106633], [3.17825993, 4.15367075, 4.92369402], [4.69478446, 1.78921111, 7.22562164], [1.66173539, 4.19427376, 7.79978174], [4.69478446, 6.20198246, 3.95153939], [4.69478446, 3.01764195, 3.97592249], [1.66173539, 5.28969954, 5.87146554], [4.69478446, 5.49328751, 5.46316097], [2.96999161, 2.81669224, 6.60845436], [6.00304067, 5.49064925, 3.23893367], [6.8015055, 6.864656, 8.76076233], [5.1984945, 5.135344, 8.76106633], [3.17825993, 8.96379606, 4.92369402], [4.69478446, 6.59933642, 7.22562164], [1.66173539, 9.00439907, 7.79978174], [1.66173539, 6.91548434, 5.89584864], [4.69478446, 7.82776726, 3.97592249], [4.69478446, 10.30341282, 5.46316097], [2.96999161, 7.62681755, 6.60845436], [6.0000005, 10.81012531, 8.76091433], [6.8015055, 11.67478131, 8.76076233], [5.1984945, 9.94546931, 8.76106633], [9.24435806, 4.15367075, 4.92369402], [6.21130899, 4.15367075, 4.92369402], [7.72783352, 4.19427376, 7.79978174], [7.72783352, 2.10535903, 5.89584864], [7.72783352, 5.28969954, 5.87146554], [7.72783352, 2.81405398, 4.38422707], [10.76088259, 5.49328751, 5.46316097], [9.03608974, 2.81669224, 6.60845436], [6.41957731, 2.81669224, 6.60845436], [11.26459263, 5.135344, 8.76106633], [9.24435806, 8.96379606, 4.92369402], [6.21130899, 8.96379606, 4.92369402], [10.76088259, 6.59933642, 7.22562164], [7.72783352, 9.00439907, 7.79978174], [7.72783352, 6.91548434, 5.89584864], [7.72783352, 10.09982485, 5.87146554], [7.72783352, 7.62417929, 4.38422707], [9.03608974, 7.62681755, 6.60845436], [6.41957731, 7.62681755, 6.60845436], [6.0000005, 6.0, 8.76091433]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.41296693455047, 121.924784460668, 2.24243566036725, -2.83283440314813]",29.17868964225
FOR010_M2II_42,"{'numbers': [8, 12, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 6, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 6], 'positions': [[2.86028644, 4.93287352, 4.32332577], [2.86028644, 6.03892243, 6.08578644], [1.13549358, 7.06640356, 5.46861916], [0.77476087, 6.6028145, 8.75560813], [7.40986004, 3.59325675, 3.78385882], [4.37681097, 3.59325675, 3.78385882], [8.92638457, 1.22879711, 6.08578644], [5.8933355, 3.63385977, 6.65994654], [5.8933355, 1.54494504, 4.75601344], [5.8933355, 4.72928555, 4.73163034], [8.92638457, 4.93287352, 4.32332577], [7.20159172, 2.25627825, 5.46861916], [4.58507929, 2.25627825, 5.46861916], [6.0, 1.18987519, 8.19026613], [6.840859, 1.79268919, 8.75560813], [5.159141, 0.58706019, 7.62492413], [7.40986004, 8.40338207, 3.78385882], [4.37681097, 8.40338207, 3.78385882], [8.92638457, 6.03892243, 6.08578644], [5.8933355, 8.44398508, 6.65994654], [5.8933355, 6.35507035, 4.75601344], [5.8933355, 9.53941086, 4.73163034], [5.8933355, 7.0637653, 3.24439187], [7.20159172, 7.06640356, 5.46861916], [4.58507929, 7.06640356, 5.46861916], [6.840859, 6.6028145, 8.75560813], [5.159141, 5.3971855, 7.62492413], [6.0, 10.81012581, 8.19026613], [6.840859, 11.41293981, 8.75560813], [5.159141, 10.20731081, 7.62492413], [10.65117742, 7.06640356, 5.46861916], [11.22523913, 5.3971855, 7.62492413], [6.0, 6.0000005, 8.19026613]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.34678721104979, 120.126591135578, 2.29573592471074, -2.84174803684914]",29.17868964225
FOR010_M2II_43,"{'numbers': [8, 12, 8, 8, 8, 12, 12, 8, 6, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 6, 8, 8, 8, 8, 6], 'positions': [[3.05933378, 2.52445907, 4.58393077], [3.05933378, 3.63050798, 6.34639144], [3.05933378, 7.33458438, 4.58393077], [1.33454092, 4.65798911, 5.72922416], [0.51273537, 4.9791415, 8.26837313], [3.05933378, 8.44063329, 6.34639144], [6.09238284, 1.22544532, 6.92055154], [6.09238284, 2.3208711, 4.99223534], [6.0000005, 1.18987519, 8.38168813], [5.4211665, 2.21073319, 8.49500313], [6.5788335, 0.16901619, 8.26837313], [7.60890738, 5.99496762, 4.04446382], [4.57585831, 5.99496762, 4.04446382], [9.12543191, 3.63050798, 6.34639144], [6.09238284, 6.03557063, 6.92055154], [6.09238284, 3.9466559, 5.01661844], [6.09238284, 7.13099641, 4.99223534], [6.09238284, 4.65535085, 3.50499687], [9.12543191, 7.33458438, 4.58393077], [7.40063906, 4.65798911, 5.72922416], [4.78412663, 4.65798911, 5.72922416], [5.4211665, 7.0208585, 8.49500313], [6.5788335, 4.9791415, 8.26837313], [9.12543191, 8.44063329, 6.34639144], [6.09238284, 10.84569594, 6.92055154], [6.09238284, 8.75678121, 5.01661844], [6.09238284, 9.46547616, 3.50499687], [7.40063906, 9.46811442, 5.72922416], [4.78412663, 9.46811442, 5.72922416], [6.0000005, 10.81012581, 8.38168813], [5.4211665, 11.83098381, 8.49500313], [6.5788335, 9.78926681, 8.26837313], [10.85022476, 4.65798911, 5.72922416], [11.48726463, 7.0208585, 8.49500313], [6.0000005, 6.0000005, 8.38168813]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.34329428954993, 120.127195728199, 2.2873351729755, -2.84269642174809]",29.17868964225
FOR010_M2II_44,"{'numbers': [12, 12, 12, 14, 8, 8, 8, 12, 8, 12, 8, 6, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[2.14331003, 5.0343668, 4.13822616], [3.65983457, 2.66990716, 6.44015378], [0.6267855, 5.07496982, 7.01431388], [3.65983457, 7.08267851, 3.16607153], [3.65983457, 6.37398356, 4.67769311], [1.93504171, 3.69738829, 5.8229865], [0.59457037, 5.20327018, 8.83392847], [3.65983457, 7.48003247, 6.44015378], [1.93504171, 8.5075136, 5.8229865], [6.69288363, 0.2648445, 7.01431388], [6.69288363, 1.36027029, 5.08599768], [6.0000005, 1.25402487, 8.37301247], [5.3393315, 2.11490487, 7.91209547], [6.6606685, 0.39314487, 8.83392847], [8.20940817, 5.0343668, 4.13822616], [5.1763591, 5.0343668, 4.13822616], [9.7259327, 2.66990716, 6.44015378], [6.69288363, 5.07496982, 7.01431388], [6.69288363, 2.98605508, 5.11038078], [6.69288363, 6.1703956, 5.08599768], [6.69288363, 3.69475004, 3.59875921], [9.7259327, 6.37398356, 4.67769311], [8.00113985, 3.69738829, 5.8229865], [5.38462742, 3.69738829, 5.8229865], [5.3393315, 6.92503018, 7.91209547], [6.6606685, 5.20327018, 8.83392847], [5.1763591, 9.84449211, 4.13822616], [9.7259327, 7.48003247, 6.44015378], [6.69288363, 9.88509513, 7.01431388], [6.69288363, 7.7961804, 5.11038078], [6.69288363, 10.98052091, 5.08599768], [6.69288363, 8.50487535, 3.59875921], [8.00113985, 8.5075136, 5.8229865], [5.38462742, 8.5075136, 5.8229865], [6.0000005, 10.8742755, 8.37301247], [5.3393315, 11.7351555, 7.91209547], [6.6606685, 10.0133955, 8.83392847], [11.40542963, 6.92503018, 7.91209547], [6.0000005, 6.06415018, 8.37301247]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-2.38035694554969, 122.60473990546, 2.20000755092699, -2.50909061144671]",29.17868964225
