Silicate_ID,Structure,E_ads,RMSD
FOR010_M2_47,"{'numbers': [12, 12, 14, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 6, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 6, 8, 8, 8, 6], 'positions': [[2.45897436, 3.62078793, 5.36105479], [3.97549889, 1.25632829, 7.66298241], [3.97549889, 5.66909964, 4.38890017], [0.94244983, 4.75681672, 6.30882632], [3.97549889, 4.96040469, 5.90052174], [2.25070604, 2.28380942, 7.04581514], [5.2837551, 4.95776643, 3.67629445], [1.02837291, 5.4701705, 8.94087283], [2.45897436, 8.43091324, 5.36105479], [3.97549889, 6.0664536, 7.66298241], [0.94244983, 6.38260152, 6.33320942], [3.97549889, 7.29488444, 4.41328327], [3.97549889, 9.77053, 5.90052174], [2.25070604, 7.09393473, 7.04581514], [6.04296104, 1.18987519, 8.88046083], [4.99145204, 1.71970419, 8.82004883], [7.09447104, 0.66004519, 8.94087283], [8.52507249, 3.62078793, 5.36105479], [5.49202342, 3.62078793, 5.36105479], [7.00854796, 5.98524757, 3.05912717], [7.00854796, 1.57247621, 6.33320942], [7.00854796, 4.75681672, 6.30882632], [7.00854796, 2.28117116, 4.82158784], [10.04159702, 4.96040469, 5.90052174], [8.73334081, 4.95776643, 3.67629445], [8.31680417, 2.28380942, 7.04581514], [5.70029174, 2.28380942, 7.04581514], [4.99145204, 6.5298295, 8.82004883], [7.09447104, 5.4701705, 8.94087283], [8.52507249, 8.43091324, 5.36105479], [5.49202342, 8.43091324, 5.36105479], [10.04159702, 6.0664536, 7.66298241], [7.00854796, 6.38260152, 6.33320942], [7.00854796, 9.56694203, 6.30882632], [7.00854796, 7.09129647, 4.82158784], [8.31680417, 7.09393473, 7.04581514], [5.70029174, 7.09393473, 7.04581514], [6.04296104, 10.81012581, 8.88046083], [4.99145204, 11.33995481, 8.82004883], [7.09447104, 10.28029581, 8.94087283], [11.05755017, 6.5298295, 8.82004883], [6.04296104, 6.0000005, 8.88046083]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.727316198053131, 175.72762561111, 3.06492142810085]",1.61545930135335
FOR010_M2_48,"{'numbers': [8, 8, 12, 6, 8, 8, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 8, 8, 8, 12, 14, 8, 6], 'positions': [[1.8284084, 5.25909366, 5.4405511], [0.47767487, 4.9552345, 8.78367619], [1.8284084, 6.36514257, 7.20301178], [6.0, 1.18987519, 8.73060519], [5.456227, 2.23464019, 8.67753419], [6.543773, 0.14510919, 8.78367619], [6.377982, 3.9194769, 4.90108415], [3.34493293, 3.9194769, 4.90108415], [7.89450653, 1.55501726, 7.20301178], [7.89450653, 5.96778861, 3.92892953], [4.86145746, 1.87116518, 5.87323878], [4.86145746, 5.05550569, 5.84885568], [4.86145746, 2.57986013, 4.3616172], [7.89450653, 5.25909366, 5.4405511], [6.58625032, 5.2564554, 3.21632381], [6.16971368, 2.58249839, 6.5858445], [3.55320125, 2.58249839, 6.5858445], [5.456227, 7.0447655, 8.67753419], [6.543773, 4.9552345, 8.78367619], [6.377982, 8.72960221, 4.90108415], [3.34493293, 8.72960221, 4.90108415], [7.89450653, 6.36514257, 7.20301178], [4.86145746, 6.68129049, 5.87323878], [7.89450653, 7.59357341, 3.95331263], [4.86145746, 9.865631, 5.84885568], [4.86145746, 7.38998544, 4.3616172], [7.89450653, 10.06921897, 5.4405511], [6.16971368, 7.3926237, 6.5858445], [3.55320125, 7.3926237, 6.5858445], [6.0, 10.81012581, 8.73060519], [5.456227, 11.85489081, 8.67753419], [6.543773, 9.76535981, 8.78367619], [9.41103106, 3.9194769, 4.90108415], [10.92755559, 5.05550569, 5.84885568], [9.61929938, 2.58249839, 6.5858445], [11.52232513, 7.0447655, 8.67753419], [9.41103106, 8.72960221, 4.90108415], [10.92755559, 6.68129049, 5.87323878], [9.61929938, 7.3926237, 6.5858445], [6.0, 6.0000005, 8.73060519]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.710984876551493, 175.97818638441, 3.1146937790476]",1.31413685414677
FOR010_M2_49,"{'numbers': [8, 14, 8, 8, 6, 8, 8, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 6, 8, 8, 8, 12, 14, 8, 8, 8, 8, 8, 14, 8, 6], 'positions': [[0.83477837, 6.604426, 8.94534169], [6.45782173, 3.37493543, 3.76726403], [3.42477266, 2.46265251, 5.68719018], [6.45782173, 2.66624048, 5.2788856], [6.0000005, 1.18987469, 8.48367869], [5.0991235, 0.58544869, 8.02201669], [6.9008765, 1.79430069, 8.94534169], [4.9412972, 6.13674903, 4.73941865], [1.90824813, 6.13674903, 4.73941865], [6.45782173, 3.77228939, 7.04134628], [6.45782173, 8.18506074, 3.76726403], [3.42477266, 4.08843731, 5.71157328], [6.45782173, 5.00072023, 3.79164713], [3.42477266, 7.27277782, 5.68719018], [3.42477266, 4.79713226, 4.1999517], [6.45782173, 7.47636579, 5.2788856], [5.14956552, 7.47372753, 3.05465831], [4.73302888, 4.79977052, 6.424179], [2.11651645, 4.79977052, 6.424179], [7.76607794, 7.47372753, 3.05465831], [5.0991235, 5.395574, 8.02201669], [6.9008765, 6.604426, 8.94534169], [6.45782173, 8.5824147, 7.04134628], [3.42477266, 8.89856262, 5.71157328], [4.73302888, 9.60989583, 6.424179], [2.11651645, 9.60989583, 6.424179], [6.0000005, 10.81012531, 8.48367869], [5.0991235, 10.20569931, 8.02201669], [6.9008765, 11.41455131, 8.94534169], [9.49087079, 2.46265251, 5.68719018], [7.97434626, 6.13674903, 4.73941865], [9.49087079, 4.08843731, 5.71157328], [9.49087079, 7.27277782, 5.68719018], [9.49087079, 4.79713226, 4.1999517], [10.79912701, 4.79977052, 6.424179], [8.18261458, 4.79977052, 6.424179], [11.16522163, 5.395574, 8.02201669], [9.49087079, 8.89856262, 5.71157328], [8.18261458, 9.60989583, 6.424179], [6.0000005, 6.0, 8.48367869]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.6490315574531, 176.891363755104, 3.27019643692662]",0.400954059456707
FOR010_M2_50,"{'numbers': [8, 12, 14, 8, 8, 6, 8, 8, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 6, 8, 8, 8, 12, 14, 8, 8, 8, 8, 8, 14, 8, 6], 'positions': [[0.74461837, 5.154104, 8.53866369], [4.71061878, 1.6725683, 4.88349665], [6.22714331, 3.72088002, 3.91134203], [3.19409424, 2.8085971, 5.83126818], [6.22714331, 3.01218507, 5.4229636], [6.0000005, 1.18987469, 8.66996369], [5.1892835, 2.03577069, 8.80126369], [6.8107165, 0.34397869, 8.53866369], [4.71061878, 6.48269362, 4.88349665], [1.67756971, 6.48269362, 4.88349665], [6.22714331, 4.11823398, 7.18542428], [6.22714331, 8.53100533, 3.91134203], [3.19409424, 4.4343819, 5.85565128], [6.22714331, 5.34666482, 3.93572513], [3.19409424, 7.61872241, 5.83126818], [3.19409424, 5.14307685, 4.3440297], [6.22714331, 7.82231038, 5.4229636], [4.9188871, 7.81967212, 3.19873631], [4.50235046, 5.14571511, 6.568257], [1.88583803, 5.14571511, 6.568257], [7.53539952, 7.81967212, 3.19873631], [5.1892835, 6.845896, 8.80126369], [6.8107165, 5.154104, 8.53866369], [6.22714331, 8.92835929, 7.18542428], [3.19409424, 9.24450721, 5.85565128], [4.50235046, 9.95584042, 6.568257], [6.0000005, 10.81012531, 8.66996369], [5.1892835, 11.65602131, 8.80126369], [6.8107165, 9.96422931, 8.53866369], [9.26019237, 2.8085971, 5.83126818], [7.74366784, 6.48269362, 4.88349665], [9.26019237, 4.4343819, 5.85565128], [9.26019237, 7.61872241, 5.83126818], [9.26019237, 5.14307685, 4.3440297], [10.56844859, 5.14571511, 6.568257], [7.95193616, 5.14571511, 6.568257], [11.25538163, 6.845896, 8.80126369], [9.26019237, 9.24450721, 5.85565128], [7.95193616, 9.95584042, 6.568257], [6.0000005, 6.0, 8.66996369]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-0.638390612949706, 177.463675432029, 3.1397486498394]",0.394221958374708
FOR001_2_1,"{'numbers': [12, 8, 6, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 6, 8, 8, 6], 'positions': [[2.0889056, 5.38283272, 5.21391696], [1.06142447, 6.0, 6.93870981], [1.21274091, 5.40737633, 8.21027689], [1.31832491, 6.54251233, 7.90967889], [1.10715591, 4.27224033, 8.51087589], [3.46912538, 1.96727805, 5.21391696], [5.60265542, 0.82198465, 6.93870981], [5.87154978, 6.0, 3.48912411], [2.12950861, 2.506745, 6.73044149], [4.53457127, 7.68476034, 6.73044149], [4.53457127, 7.68476034, 3.69739243], [6.89903091, 5.38283272, 5.21391696], [4.17782033, 3.47889962, 5.21391696], [2.48625955, 8.65691497, 5.21391696], [5.80360513, 3.45451652, 5.21391696], [5.67060007, 8.63253187, 5.21391696], [3.19495451, 7.14529339, 5.21391696], [3.46648712, 4.19150534, 3.90566075], [3.46648712, 4.19150534, 6.52217317], [5.60265542, 11.17801534, 6.93870981], [5.87154978, 6.0, 6.93870981], [3.19759276, 9.36952069, 6.52217317], [6.12845022, 6.54251233, 7.90967889], [5.91728122, 4.27224033, 8.51087589], [8.27925069, 1.96727805, 5.21391696], [6.93963392, 2.506745, 3.69739243], [6.93963392, 2.506745, 6.73044149], [9.34469658, 7.68476034, 6.73044149], [8.98794564, 3.47889962, 5.21391696], [7.29638487, 8.65691497, 5.21391696], [10.61373044, 3.45451652, 5.21391696], [8.00507982, 7.14529339, 5.21391696], [8.27661243, 4.19150534, 3.90566075], [8.27661243, 4.19150534, 6.52217317], [10.68167509, 6.0, 6.93870981], [8.00771807, 9.36952069, 6.52217317], [10.83299153, 5.40737633, 8.21027689], [10.93857553, 6.54251233, 7.90967889], [10.72740653, 4.27224033, 8.51087589], [6.02286622, 5.40737633, 8.21027689]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-3.19114420625306, 126.103264696667, 1.32814633300287]",0.373309357412941
FOR001_2_2,"{'numbers': [12, 12, 8, 8, 8, 6, 8, 8, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 8, 6, 8, 8, 12, 6], 'positions': [[1.495496, 5.52611424, 6.53782099], [3.85995564, 3.22418662, 5.02129646], [2.6315248, 6.47388576, 5.02129646], [2.56358015, 9.01936924, 6.74608931], [2.83247451, 3.84135389, 6.74608931], [1.18987469, 5.90920005, 8.17654139], [0.64043669, 6.80946505, 7.64958639], [1.73931269, 5.00893405, 8.70349639], [7.64259982, 3.84135389, 3.29650361], [7.37370546, 9.01936924, 3.29650361], [6.30562132, 5.52611424, 6.53782099], [6.30562132, 5.52611424, 3.50477193], [8.67008096, 3.22418662, 5.02129646], [6.34622433, 8.40220196, 5.02129646], [5.94887037, 1.32025352, 5.02129646], [4.2573096, 6.49826886, 5.02129646], [7.57465517, 1.29587042, 5.02129646], [7.44165011, 6.47388576, 5.02129646], [4.96600455, 4.98664729, 5.02129646], [5.24017542, 10.16466263, 5.02129646], [5.23753717, 2.03285924, 3.71304025], [5.23753717, 2.03285924, 6.32955267], [7.37370546, 9.01936924, 6.74608931], [7.64259982, 3.84135389, 6.74608931], [4.96864281, 7.21087458, 6.32955267], [4.96864281, 7.21087458, 3.71304025], [5.450562, 6.80946505, 7.64958639], [6.549438, 5.00893405, 8.70349639], [3.90055866, 10.70412958, 6.53782099], [11.11574663, 5.52611424, 6.53782099], [9.06743491, 6.49826886, 5.02129646], [9.77612986, 4.98664729, 5.02129646], [10.04766248, 2.03285924, 6.32955267], [9.77876812, 7.21087458, 6.32955267], [9.77876812, 7.21087458, 3.71304025], [10.81012531, 5.90920005, 8.17654139], [10.26068731, 6.80946505, 7.64958639], [11.35956331, 5.00893405, 8.70349639], [8.71068397, 10.70412958, 6.53782099], [6.0, 5.90920005, 8.17654139]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-1.56999003285205, 176.889698431447, 2.84037177536352]",0.527081959781112
FOR001_2_3,"{'numbers': [12, 12, 8, 8, 8, 6, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 6], 'positions': [[0.62723876, 4.31523966, 7.7423631], [2.9916984, 2.01331204, 6.22583857], [1.76326756, 5.26301118, 6.22583857], [1.69532291, 7.80849466, 7.95063142], [1.96421727, 2.63047931, 7.95063142], [1.18987469, 5.93167528, 8.7914045], [0.05279569, 6.24287028, 8.7755985], [2.32695369, 5.62048028, 8.8072105], [6.77698084, 4.85470661, 3.1927895], [6.77434258, 2.63047931, 4.50104571], [6.50544822, 7.80849466, 4.50104571], [5.43736408, 4.31523966, 7.7423631], [5.43736408, 4.31523966, 4.70931403], [7.80182372, 2.01331204, 6.22583857], [5.47796709, 7.19132738, 6.22583857], [3.38905236, 5.28739428, 6.22583857], [6.57339287, 5.26301118, 6.22583857], [4.09774731, 3.77577271, 6.22583857], [4.37191818, 8.95378805, 6.22583857], [4.36927993, 0.82198465, 7.53409478], [6.50544822, 7.80849466, 7.95063142], [6.77434258, 2.63047931, 7.95063142], [4.10038557, 6.0, 7.53409478], [4.10038557, 6.0, 4.91758235], [4.862921, 6.24287028, 8.7755985], [7.137079, 5.62048028, 8.8072105], [3.03230142, 9.493255, 7.7423631], [5.08061313, 10.46540963, 6.22583857], [6.70639793, 10.44102653, 6.22583857], [4.36927993, 11.17801535, 7.53409478], [7.88302975, 6.61716728, 3.1927895], [10.24748939, 4.31523966, 7.7423631], [10.2880924, 7.19132738, 6.22583857], [8.19917767, 5.28739428, 6.22583857], [8.90787262, 3.77577271, 6.22583857], [9.18204349, 8.95378805, 6.22583857], [11.31557353, 7.80849466, 7.95063142], [8.91051088, 6.0, 7.53409478], [8.91051088, 6.0, 4.91758235], [10.81012531, 5.93167528, 8.7914045], [9.67304631, 6.24287028, 8.7755985], [11.94720431, 5.62048028, 8.8072105], [7.84242673, 9.493255, 4.70931403], [7.84242673, 9.493255, 7.7423631], [6.0, 5.93167528, 8.7914045]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-3.19159605135178, 125.936621857688, 1.32994758214653]",0.76739539781723
FOR001_2_4,"{'numbers': [8, 12, 8, 8, 8, 12, 12, 12, 14, 8, 8, 8, 6, 8, 8, 8, 12, 14, 8, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 8, 6, 8, 8, 6], 'positions': [[3.99453224, 3.82916234, 3.44886211], [2.96705111, 3.21199507, 5.17365496], [1.8610022, 4.97445574, 5.17365496], [3.99453224, 3.82916234, 6.89844781], [4.2634266, 9.00717769, 3.44886211], [0.52138544, 5.51392269, 6.69017949], [2.92644809, 10.69193803, 6.69017949], [5.29090773, 8.39001041, 5.17365496], [2.56969715, 6.48607731, 5.17365496], [4.19548195, 6.46169421, 5.17365496], [1.85836394, 7.19868303, 6.48191117], [4.2634266, 9.00717769, 6.89844781], [1.37398551, 6.21134108, 8.17069889], [1.21512451, 7.31590908, 7.79025889], [1.53284551, 5.10677408, 8.55113789], [8.80465755, 3.82916234, 3.44886211], [7.77717642, 3.21199507, 5.17365496], [5.68826169, 1.30806197, 5.17365496], [6.67112751, 4.97445574, 5.17365496], [8.80465755, 3.82916234, 6.89844781], [6.39959489, 2.02066769, 6.48191117], [5.33151075, 5.51392269, 3.65713043], [5.33151075, 5.51392269, 6.69017949], [7.7365734, 10.69193803, 6.69017949], [10.10103304, 8.39001041, 5.17365496], [7.37982246, 6.48607731, 5.17365496], [9.00560726, 6.46169421, 5.17365496], [6.39695664, 10.15247108, 5.17365496], [6.66848925, 7.19868303, 3.86539875], [6.66848925, 7.19868303, 6.48191117], [9.07355191, 9.00717769, 6.89844781], [6.02524982, 7.31590908, 7.79025889], [6.34297082, 5.10677408, 8.55113789], [10.14163606, 5.51392269, 6.69017949], [11.47861456, 7.19868303, 6.48191117], [10.99423613, 6.21134108, 8.17069889], [10.83537513, 7.31590908, 7.79025889], [11.15309613, 5.10677408, 8.55113789], [6.18411082, 6.21134108, 8.17069889]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-1.58518976885284, 176.356692426993, 2.76527164556953]",2.09908786641373
FOR001_2_5,"{'numbers': [12, 6, 8, 8, 12, 8, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 8, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 6, 8, 8, 6], 'positions': [[1.22966951, 7.19132738, 5.02740096], [1.18987469, 6.08217825, 8.14680589], [1.56548969, 5.10965125, 8.69739189], [0.81425969, 7.05470525, 7.59621889], [3.7159382, 2.01331204, 5.02740096], [2.60988929, 3.77577271, 5.02740096], [4.74341933, 2.63047931, 6.75219381], [5.01231369, 7.80849466, 3.30260811], [1.27027253, 4.31523966, 6.54392549], [3.67533519, 9.493255, 6.54392549], [6.03979483, 7.19132738, 5.02740096], [3.31858424, 5.28739428, 5.02740096], [4.94436904, 5.26301118, 5.02740096], [4.81136398, 10.44102653, 5.02740096], [2.33571842, 8.95378805, 5.02740096], [2.60725104, 6.0, 3.71914475], [2.60725104, 6.0, 6.33565717], [5.01231369, 7.80849466, 6.75219381], [6.375615, 5.10965125, 8.69739189], [5.624385, 7.05470525, 7.59621889], [8.52606351, 2.01331204, 5.02740096], [7.4200146, 3.77577271, 5.02740096], [9.55354464, 2.63047931, 6.75219381], [7.14848199, 0.82198466, 6.33565717], [6.08039784, 4.31523966, 3.51087643], [6.08039784, 4.31523966, 6.54392549], [8.4854605, 9.493255, 6.54392549], [10.84992014, 7.19132738, 5.02740096], [8.12870956, 5.28739428, 5.02740096], [6.43714878, 10.46540963, 5.02740096], [9.75449435, 5.26301118, 5.02740096], [7.14584373, 8.95378805, 5.02740096], [7.41737635, 6.0, 3.71914475], [7.41737635, 6.0, 6.33565717], [9.822439, 7.80849466, 6.75219381], [7.14848199, 11.17801534, 6.33565717], [10.81012531, 6.08217825, 8.14680589], [11.18574031, 5.10965125, 8.69739189], [10.43451031, 7.05470525, 7.59621889], [6.0, 6.08217825, 8.14680589]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-1.63557062965015, 175.485419305398, 2.9585977757307]",1.09100164367428
FOR001_2_6,"{'numbers': [6, 8, 8, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 6], 'positions': [[1.18987469, 6.54516573, 8.16668539], [2.20855269, 6.13906373, 7.73376839], [0.17119669, 6.95126673, 8.59960339], [4.94430963, 4.31523966, 3.40039661], [4.67541527, 9.493255, 3.40039661], [3.60733113, 6.0, 6.64171399], [3.60733113, 6.0, 3.60866493], [5.97179077, 3.69807238, 5.12518946], [3.64793414, 8.87608772, 5.12518946], [1.55901941, 6.97215462, 5.12518946], [4.87636498, 1.76975618, 5.12518946], [4.74335992, 6.94777152, 5.12518946], [2.26771436, 5.46053305, 5.12518946], [2.53924698, 2.506745, 6.43344567], [4.67541527, 9.493255, 6.84998231], [4.94430963, 4.31523966, 6.84998231], [2.27035262, 7.68476034, 6.43344567], [2.27035262, 7.68476034, 3.81693325], [7.018678, 6.13906373, 7.73376839], [4.981322, 6.95126673, 8.59960339], [6.01239378, 0.82198465, 6.64171399], [8.41745644, 6.0, 6.64171399], [8.41745644, 6.0, 3.60866493], [8.45805945, 8.87608772, 5.12518946], [6.36914472, 6.97215462, 5.12518946], [9.55348523, 6.94777152, 5.12518946], [7.07783967, 5.46053305, 5.12518946], [7.35201054, 10.63854839, 5.12518946], [7.34937229, 2.506745, 6.43344567], [9.48554058, 9.493255, 6.84998231], [9.75443494, 4.31523966, 6.84998231], [7.08047793, 7.68476034, 6.43344567], [7.08047793, 7.68476034, 3.81693325], [10.81012531, 6.54516573, 8.16668539], [11.82880331, 6.13906373, 7.73376839], [9.79144731, 6.95126673, 8.59960339], [6.01239378, 11.17801535, 6.64171399], [6.0, 6.54516573, 8.16668539]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-1.58843132525112, 177.298944945747, 2.81200441434668]",0.893451819522841
FOR001_2_7,"{'numbers': [8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 6, 8, 8, 6], 'positions': [[4.40397522, 3.47285948, 3.59107011], [4.13508086, 8.65087483, 3.59107011], [3.06699671, 5.15761983, 6.83238749], [3.06699671, 5.15761983, 3.79933843], [5.43145635, 2.85569221, 5.31586296], [3.10759973, 8.03370755, 5.31586296], [1.018685, 6.12977445, 5.31586296], [4.20302551, 6.10539135, 5.31586296], [1.72737995, 4.61815288, 5.31586296], [4.13508086, 8.65087483, 7.04065581], [4.40397522, 3.47285948, 7.04065581], [1.7300182, 6.84238017, 6.62411917], [1.7300182, 6.84238017, 4.00760675], [1.01096817, 6.18417083, 8.24306389], [0.64973117, 5.07419883, 8.07719789], [1.37220417, 7.29414283, 8.40892989], [7.87712202, 5.15761983, 6.83238749], [7.87712202, 5.15761983, 3.79933843], [7.91772504, 8.03370755, 5.31586296], [5.82881031, 6.12977445, 5.31586296], [9.01315082, 6.10539135, 5.31586296], [6.53750526, 4.61815288, 5.31586296], [6.81167613, 9.79616822, 5.31586296], [6.80903787, 1.66436483, 6.62411917], [8.94520617, 8.65087483, 7.04065581], [9.21410053, 3.47285948, 7.04065581], [6.54014351, 6.84238017, 6.62411917], [6.54014351, 6.84238017, 4.00760675], [5.45985649, 5.07419883, 8.07719789], [6.18232949, 7.29414283, 8.40892989], [5.47205937, 10.33563517, 6.83238749], [10.63893562, 6.12977445, 5.31586296], [11.35026883, 6.84238017, 6.62411917], [10.6312188, 6.18417083, 8.24306389], [10.2699818, 5.07419883, 8.07719789], [10.9924548, 7.29414283, 8.40892989], [5.82109349, 6.18417083, 8.24306389]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-1.68230428035281, 174.009639710271, 2.82108710788032]",0.747408481888592
FOR001_2_8,"{'numbers': [12, 8, 8, 8, 6, 8, 8, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 12, 6], 'positions': [[2.29317337, 3.69807238, 5.34178446], [1.06474253, 6.94777152, 5.34178446], [0.99679788, 9.493255, 7.06657731], [1.26569224, 4.31523966, 7.06657731], [1.18987469, 6.46720814, 8.36780239], [2.36849769, 6.49286313, 8.38300839], [0.01125169, 6.44155413, 8.35259639], [6.07581755, 4.31523966, 3.61699161], [5.80692319, 9.493255, 3.61699161], [4.73883905, 6.0, 6.85830899], [4.73883905, 6.0, 3.82525993], [7.10329869, 3.69807238, 5.34178446], [4.77944206, 8.87608772, 5.34178446], [4.3820881, 1.79413928, 5.34178446], [2.69052733, 6.97215462, 5.34178446], [6.0078729, 1.76975618, 5.34178446], [5.87486784, 6.94777152, 5.34178446], [3.39922228, 5.46053305, 5.34178446], [3.67339315, 10.63854839, 5.34178446], [3.6707549, 2.506745, 6.65004067], [5.80692319, 9.493255, 7.06657731], [6.07581755, 4.31523966, 7.06657731], [3.40186054, 7.68476034, 6.65004067], [3.40186054, 7.68476034, 4.03352825], [7.178623, 6.49286313, 8.38300839], [4.821377, 6.44155413, 8.35259639], [7.1439017, 0.82198465, 6.85830899], [9.54896436, 6.0, 6.85830899], [9.54896436, 6.0, 3.82525993], [9.58956737, 8.87608772, 5.34178446], [7.50065264, 6.97215462, 5.34178446], [10.68499315, 6.94777152, 5.34178446], [8.20934759, 5.46053305, 5.34178446], [8.48351846, 10.63854839, 5.34178446], [8.48088021, 2.506745, 6.65004067], [10.6170485, 9.493255, 7.06657731], [10.88594286, 4.31523966, 7.06657731], [8.21198585, 7.68476034, 6.65004067], [8.21198585, 7.68476034, 4.03352825], [10.81012531, 6.46720814, 8.36780239], [11.98874831, 6.49286313, 8.38300839], [9.63150231, 6.44155413, 8.35259639], [7.1439017, 11.17801535, 6.85830899], [6.0, 6.46720814, 8.36780239]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[-1.55859397245263, 178.19611333254, 3.07126524341379]",0.893106819007398
