Silicate_ID,Structure,E_ads
FOR001_11,"{'numbers': [12, 12, 14, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 12, 8, 14, 14, 8, 8, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 6], 'positions': [[3.85739213, 2.5021066, 13.27446196], [1.56128437, 0.05510081, 14.79077011], [-0.34269999, 2.14327082, 14.79077018], [0.367264, 1.42824213, 16.09879311], [3.32258711, 1.16364774, 14.7907696], [3.85739213, 7.31244974, 13.27446196], [1.56128437, 4.86544396, 14.79077011], [-0.34269999, 6.95361397, 14.79077018], [2.88186321, 4.54844215, 11.75815418], [2.17189917, 3.83341369, 13.06617716], [0.36726359, 6.2385855, 13.48274737], [0.367264, 6.23858528, 16.09879311], [3.32258711, 5.97399089, 14.7907696], [-0.367264, 3.76984234, 14.79077018], [2.90642723, 6.17501361, 11.75815398], [1.56128437, 9.67578711, 14.79077011], [2.17189917, 8.64375684, 13.06617716], [10.00854377, 2.14327082, 14.79077018], [4.83292199, 0.4557716, 14.79076966], [5.54288565, 1.17079995, 16.09879242], [5.54288599, 1.17080006, 13.48274657], [8.49820892, 1.43539452, 14.7907704], [4.80835806, -1.17079995, 14.79076973], [3.85739322, 2.50210712, 16.30707775], [9.03301462, 4.9072786, 13.27446189], [6.73690645, 2.54394155, 14.79077005], [6.15350073, 4.94911253, 11.7581538], [10.00854377, 6.95361397, 14.79077018], [4.83292199, 5.26611475, 14.79076966], [5.54288565, 5.98114309, 16.09879242], [5.54288599, 5.9811432, 13.48274657], [7.34752198, 3.57597168, 13.06617675], [10.71850775, 6.23858528, 16.09879311], [8.49820892, 6.24573766, 14.7907704], [4.39219816, 3.84056579, 11.75815445], [9.98397975, 3.76984234, 14.79077018], [4.80835806, 3.6395432, 14.79076973], [4.15601441, 3.71094346, 18.5086562], [5.14230441, 5.60862646, 17.5155832], [3.85739322, 7.31245027, 16.30707775], [6.73690645, 7.3542847, 14.79077005], [4.83292199, 10.0764579, 14.79076966], [5.54288565, 10.79148624, 16.09879242], [7.34752198, 8.38631483, 13.06617675], [4.80835806, 8.44988635, 14.79076973], [4.64915941, 4.65978446, 18.0121192]], 'cell': [10.351243753, 9.620686292, 30.26681], 'pbc': [False, False, False]}","[-0.845664298253951, 170.087880672482, 2.55938744437779]"
FOR001_12,"{'numbers': [14, 8, 12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 8, 12, 12, 14, 8, 8, 8, 8, 12, 6], 'positions': [[3.27163732, -0.45577141, 14.7907703], [3.9816013, -1.1708001, 16.09879322], [7.47172943, 4.71340751, 13.27446208], [2.29610817, 2.30823636, 13.27446201], [4.59221645, 4.67157311, 11.75815368], [5.17562167, 2.26640173, 14.79077022], [3.27163732, 4.35457173, 14.7907703], [5.78623648, 1.23437146, 13.06617728], [3.9816009, 3.63954326, 13.48274749], [3.9816013, 3.63954304, 16.09879322], [1.76130247, 3.64669543, 14.79077051], [6.93692442, 3.37494865, 14.79076972], [3.2470733, 1.1708001, 14.7907703], [6.52076454, 3.57597138, 11.75815409], [7.47172943, 9.52375066, 13.27446208], [2.29610817, 7.11857951, 13.27446201], [0.0, 4.75524247, 14.79077017], [5.17562167, 7.07674487, 14.79077022], [3.27163732, 9.16491488, 14.7907703], [6.49620052, 6.75974306, 11.7581543], [5.78623648, 6.04471461, 13.06617728], [3.9816009, 8.44988641, 13.48274749], [0.61061553, 5.78727259, 13.06617687], [3.9816013, 8.44988619, 16.09879322], [1.76130247, 8.45703857, 14.79077051], [2.83091395, 5.78012047, 11.75815377], [6.93692442, 8.1852918, 14.79076972], [3.2470733, 5.98114325, 14.7907703], [3.2470733, 10.7914864, 14.7907703], [6.56867123, 5.57591097, 17.65139132], [4.48141423, 4.72666597, 18.34587332], [7.47173053, -0.09693511, 16.30707786], [8.4472593, 2.66707251, 14.79076978], [9.15722295, 3.38210086, 16.09879253], [9.15722329, 3.38210097, 13.48274668], [8.42269537, 1.04050097, 14.79076985], [7.47173053, 4.71340803, 16.30707786], [10.35124375, 4.75524247, 14.79077017], [8.4472593, 7.47741566, 14.79076978], [9.15722295, 8.192444, 16.09879253], [9.15722329, 8.19244411, 13.48274668], [8.00653546, 6.0518667, 11.75815457], [8.42269537, 5.85084411, 14.79076985], [7.47173053, 9.52375118, 16.30707786], [5.52504323, 5.15128797, 17.99863232]], 'cell': [10.351243753, 9.620686292, 30.104026999999995], 'pbc': [False, False, False]}","[-1.87683752675116, 129.23921426592, 1.45199352122512]"
FOR001_13,"{'numbers': [12, 12, 14, 8, 8, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 12, 8, 8, 8, 14, 14, 8, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 6], 'positions': [[3.85739213, 1.88915622, 13.27446196], [1.56128437, -0.55784957, 14.79077011], [-0.34269999, 1.53032044, 14.79077018], [0.367264, 0.81529175, 16.09879311], [3.32258711, 0.55069736, 14.7907696], [3.85739213, 6.69949936, 13.27446196], [1.56128437, 4.25249358, 14.79077011], [-0.34269999, 6.34066359, 14.79077018], [2.88186321, 3.93549177, 11.75815418], [2.17189917, 3.22046331, 13.06617716], [0.36726359, 5.62563512, 13.48274737], [0.367264, 5.6256349, 16.09879311], [3.32258711, 5.36104051, 14.7907696], [-0.367264, 3.15689196, 14.79077018], [2.90642723, 5.56206323, 11.75815398], [1.56128437, 9.06283673, 14.79077011], [2.17189917, 8.03080646, 13.06617716], [3.32258711, 10.17138366, 14.7907696], [-0.367264, 7.96723511, 14.79077018], [10.00854377, 1.53032044, 14.79077018], [4.83292199, -0.15717878, 14.79076966], [5.54288565, 0.55784957, 16.09879242], [5.54288599, 0.55784968, 13.48274657], [8.49820892, 0.82244414, 14.7907704], [3.85739322, 1.88915674, 16.30707775], [9.03301462, 4.29432822, 13.27446189], [6.73690645, 1.93099117, 14.79077005], [6.15350073, 4.33616215, 11.7581538], [10.00854377, 6.34066359, 14.79077018], [4.83292199, 4.65316437, 14.79076966], [5.54288565, 5.36819271, 16.09879242], [5.54288599, 5.36819282, 13.48274657], [7.34752198, 2.9630213, 13.06617675], [10.71850775, 5.6256349, 16.09879311], [8.49820892, 5.63278728, 14.7907704], [4.39219816, 3.22761541, 11.75815445], [9.98397975, 3.15689196, 14.79077018], [4.80835806, 3.02659282, 14.79076973], [3.85739322, 6.69949989, 16.30707775], [6.73690645, 6.74133432, 14.79077005], [4.83292199, 9.46350752, 14.79076966], [5.54288565, 10.17853586, 16.09879242], [7.34752198, 7.77336445, 13.06617675], [9.98397975, 7.96723511, 14.79077018], [4.80835806, 7.83693597, 14.79076973], [5.70604672, 5.18375878, 17.5565222], [3.85256672, 4.19067578, 18.6235562], [4.77930672, 4.68721678, 18.0900392]], 'cell': [10.351243753, 9.620686292, 30.38171], 'pbc': [False, False, False]}","[-0.747577659950593, 174.708640018573, 2.92411555792283]"
FOR001_14,"{'numbers': [12, 8, 8, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 12, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 14, 8, 8, 8, 12, 12, 6], 'positions': [[0.26740196, 2.9948066, 13.27446208], [-0.26740306, 1.65634774, 14.79076972], [-0.26740306, 6.46669089, 14.79076972], [5.44302445, 0.58963545, 13.27446201], [7.73913273, 2.9529722, 11.75815368], [8.32253795, 0.54780081, 14.79077022], [6.4185536, 2.63597082, 14.7907703], [1.24293182, 0.9484716, 14.79076978], [7.12851718, 1.92094235, 13.48274749], [1.95289548, 1.66349994, 16.09879253], [1.95289582, 1.66350005, 13.48274668], [7.12851758, 1.92094213, 16.09879322], [4.90821875, 1.92809451, 14.79077051], [10.0838407, 1.65634774, 14.79076972], [6.39398958, -0.54780081, 14.7907703], [4.49205916, 1.72707177, 11.7581541], [0.26740306, 2.99480712, 16.30707786], [5.44302445, 5.39997859, 13.27446201], [3.14691628, 3.03664155, 14.79077017], [2.56351056, 5.44181252, 11.75815391], [8.32253795, 5.35814396, 14.79077022], [6.4185536, 7.44631396, 14.7907703], [4.46749531, 3.35364321, 11.75815405], [1.24293182, 5.75881475, 14.79076978], [8.93315276, 4.32611369, 13.06617728], [7.12851718, 6.73128549, 13.48274749], [1.95289548, 6.47384309, 16.09879253], [1.95289582, 6.4738432, 13.48274668], [3.75753181, 4.06867168, 13.06617687], [7.12851758, 6.73128527, 16.09879322], [4.90821875, 6.73843766, 14.79077051], [5.97783023, 4.06151956, 11.75815377], [10.0838407, 6.46669089, 14.79076972], [6.39398958, 4.26254234, 14.7907703], [4.49205916, 6.53741492, 11.7581541], [1.21836789, 4.1322432, 14.79076985], [3.81382382, 4.76147841, 17.59085532], [6.15932682, 4.56476941, 17.44913132], [0.26740306, 7.80515026, 16.30707786], [3.14691628, 7.8469847, 14.79077017], [8.32253795, 10.1684871, 14.79077022], [4.46749531, 8.16398635, 11.75815405], [3.75753181, 8.87901482, 13.06617687], [6.39398958, 9.07288548, 14.7907703], [1.21836789, 8.94258634, 14.79076985], [10.61864681, 2.99480712, 16.30707786], [10.61864681, 7.80515026, 16.30707786], [4.98657482, 4.66312341, 17.51999332]], 'cell': [10.351243753, 9.620686292, 29.349009], 'pbc': [False, False, False]}","[-0.799211945251272, 177.571542815604, 3.02562572068746]"
FOR001_15,"{'numbers': [14, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 8, 12, 14, 8, 12, 14, 8, 8, 12, 6], 'positions': [[5.30840433, -0.45577141, 14.7907703], [6.01836832, -1.1708001, 16.09879322], [9.50849645, 4.71340751, 13.27446208], [4.33287518, 2.30823636, 13.27446201], [6.62898346, 4.67157311, 11.75815368], [7.21238868, 2.26640173, 14.79077022], [5.30840433, 4.35457173, 14.7907703], [0.13278256, 2.66707251, 14.79076978], [7.82300349, 1.23437146, 13.06617728], [6.01836791, 3.63954326, 13.48274749], [0.84274621, 3.38210086, 16.09879253], [0.84274655, 3.38210097, 13.48274668], [6.01836832, 3.63954304, 16.09879322], [3.79806948, 3.64669543, 14.79077051], [8.97369143, 3.37494865, 14.79076972], [5.28384032, 1.1708001, 14.7907703], [3.38190989, 3.44567269, 11.7581541], [-0.84274621, 4.71340803, 16.30707786], [4.33287518, 7.11857951, 13.27446201], [2.03676701, 4.75524247, 14.79077017], [7.21238868, 7.07674487, 14.79077022], [5.30840433, 9.16491488, 14.7907703], [3.35734605, 5.07224412, 11.75815405], [0.13278256, 7.47741566, 14.79076978], [7.82300349, 6.04471461, 13.06617728], [6.01836791, 8.44988641, 13.48274749], [0.84274621, 8.192444, 16.09879253], [2.64738255, 5.78727259, 13.06617687], [6.01836832, 8.44988619, 16.09879322], [3.79806948, 8.45703857, 14.79077051], [4.86768097, 5.78012047, 11.75815377], [8.97369143, 8.1852918, 14.79076972], [5.28384032, 5.98114325, 14.7907703], [0.10821863, 5.85084411, 14.79076985], [5.0606602, 6.26328641, 18.47628632], [5.9253362, 4.24895041, 17.60740632], [2.03676701, 9.56558561, 14.79077017], [5.28384032, 10.7914864, 14.7907703], [9.50849754, -0.09693511, 16.30707786], [10.48402631, 2.66707251, 14.79076978], [11.19398996, 3.38210086, 16.09879253], [9.50849754, 4.71340803, 16.30707786], [10.48402631, 7.47741566, 14.79076978], [11.19398996, 8.192444, 16.09879253], [10.45946238, 5.85084411, 14.79076985], [9.50849754, 9.52375118, 16.30707786], [5.4929982, 5.25611841, 18.04184632]], 'cell': [10.351243753, 9.620686292, 30.23444], 'pbc': [False, False, False]}","[-0.239615778152483, 178.716996142942, 3.21463274292226]"
FOR001_16,"{'numbers': [12, 12, 12, 12, 14, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 8, 8, 8, 8, 14, 8, 8, 12, 12, 14, 8, 8, 8, 8, 12, 12, 8, 6], 'positions': [[8.06873983, 2.9948066, 13.27446208], [2.89311857, 0.58963545, 13.27446201], [5.18922685, 2.9529722, 11.75815368], [5.77263207, 0.54780081, 14.79077022], [3.86864772, 2.63597082, 14.7907703], [4.5786113, 1.92094235, 13.48274749], [4.5786117, 1.92094213, 16.09879322], [2.35831287, 1.92809451, 14.79077051], [7.53393482, 1.65634774, 14.79076972], [3.8440837, -0.54780081, 14.7907703], [7.11777494, 1.85737046, 11.75815409], [8.06873983, 7.80514974, 13.27446208], [2.89311857, 5.39997859, 13.27446201], [0.5970104, 3.03664155, 14.79077017], [5.18922685, 7.76331535, 11.75815368], [5.77263207, 5.35814396, 14.79077022], [3.86864772, 7.44631396, 14.7907703], [7.09321092, 5.04114215, 11.7581543], [6.38324688, 4.32611369, 13.06617728], [4.5786113, 6.73128549, 13.48274749], [-0.5970104, 6.47384309, 16.09879253], [1.20762593, 4.06867168, 13.06617687], [4.5786117, 6.73128527, 16.09879322], [2.35831287, 6.73843766, 14.79077051], [3.42792435, 4.06151956, 11.75815377], [7.53393482, 6.46669089, 14.79076972], [3.8440837, 4.26254234, 14.7907703], [7.11777494, 6.66771361, 11.75815409], [0.5970104, 7.8469847, 14.79077017], [5.77263207, 10.1684871, 14.79077022], [6.38324688, 9.13645684, 13.06617728], [3.8440837, 9.07288548, 14.7907703], [6.17635558, 5.76326003, 17.92123732], [5.01237658, 3.73970103, 17.58878032], [9.0442697, 0.9484716, 14.79076978], [9.75423335, 1.66349994, 16.09879253], [9.75423369, 1.66350005, 13.48274668], [8.06874093, 2.99480712, 16.30707786], [10.94825415, 3.03664155, 14.79077017], [9.0442697, 5.75881475, 14.79076978], [9.75423335, 6.47384309, 16.09879253], [9.75423369, 6.4738432, 13.48274668], [8.60354586, 4.33326579, 11.75815457], [9.01970577, 4.1322432, 14.79076985], [8.06874093, 7.80515026, 16.30707786], [10.94825415, 7.8469847, 14.79077017], [9.01970577, 8.94258634, 14.79076985], [5.59436558, 4.75148103, 17.75500832]], 'cell': [10.351243753, 9.620686292, 29.679390999999995], 'pbc': [False, False, False]}","[-2.53995594245248, 120.813361534158, 1.34538587992524]"
FOR001_17,"{'numbers': [12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 8, 8, 12, 14, 8, 8, 12, 6], 'positions': [[9.50849645, 2.9948066, 13.27446208], [4.33287518, 0.58963545, 13.27446201], [6.62898346, 2.9529722, 11.75815368], [7.21238868, 0.54780081, 14.79077022], [5.30840433, 2.63597082, 14.7907703], [0.13278256, 0.9484716, 14.79076978], [6.01836791, 1.92094235, 13.48274749], [0.84274621, 1.66349994, 16.09879253], [0.84274655, 1.66350005, 13.48274668], [6.01836832, 1.92094213, 16.09879322], [3.79806948, 1.92809451, 14.79077051], [8.97369143, 1.65634774, 14.79076972], [5.28384032, -0.54780081, 14.7907703], [-0.84274621, 2.99480712, 16.30707786], [4.33287518, 5.39997859, 13.27446201], [2.03676701, 3.03664155, 14.79077017], [7.21238868, 5.35814396, 14.79077022], [5.30840433, 7.44631396, 14.7907703], [3.35734605, 3.35364321, 11.75815405], [0.13278256, 5.75881475, 14.79076978], [7.82300349, 4.32611369, 13.06617728], [6.01836791, 6.73128549, 13.48274749], [0.84274621, 6.47384309, 16.09879253], [0.84274655, 6.4738432, 13.48274668], [2.64738255, 4.06867168, 13.06617687], [6.01836832, 6.73128527, 16.09879322], [3.79806948, 6.73843766, 14.79077051], [4.86768097, 4.06151956, 11.75815377], [8.97369143, 6.46669089, 14.79076972], [5.28384032, 4.26254234, 14.7907703], [3.38190989, 6.53741492, 11.7581541], [0.10821863, 4.1322432, 14.79076985], [4.80538927, 5.77505919, 18.20636032], [5.19849427, 3.47372219, 17.87548132], [-0.84274621, 7.80515026, 16.30707786], [2.03676701, 7.8469847, 14.79077017], [7.21238868, 10.1684871, 14.79077022], [2.64738255, 8.87901482, 13.06617687], [5.28384032, 9.07288548, 14.7907703], [9.50849754, 2.99480712, 16.30707786], [10.48402631, 5.75881475, 14.79076978], [11.19398996, 6.47384309, 16.09879253], [10.45946238, 4.1322432, 14.79076985], [9.50849754, 7.80515026, 16.30707786], [5.00194227, 4.62439119, 18.04092032]], 'cell': [10.351243753, 9.620686292, 29.964514], 'pbc': [False, False, False]}","[-0.214938180351282, 178.737389644853, 3.62223124911059]"
FOR001_18,"{'numbers': [12, 12, 12, 14, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 12, 8, 8, 8, 8, 8, 14, 8, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 6], 'positions': [[5.71042696, 2.5056827, 13.27446208], [2.83091398, 2.4638483, 11.75815368], [3.4143192, 0.05867692, 14.79077022], [1.51033485, 2.14684692, 14.7907703], [2.22029843, 1.43181845, 13.48274749], [2.22029883, 1.43181823, 16.09879322], [0.0, 1.43897062, 14.79077051], [5.17562195, 1.16722384, 14.79076972], [4.75946207, 1.36824657, 11.75815409], [5.71042696, 7.31602585, 13.27446208], [0.5348057, 4.9108547, 13.27446201], [2.83091398, 7.27419145, 11.75815368], [3.4143192, 4.86902006, 14.79077022], [1.51033485, 6.95719007, 14.7907703], [4.73489805, 4.55201825, 11.7581543], [4.02493401, 3.8369898, 13.06617728], [2.22029843, 6.2421616, 13.48274749], [2.22029883, 6.24216138, 16.09879322], [0.0, 6.24931376, 14.79077051], [5.17562195, 5.97756699, 14.79076972], [1.48577083, 3.77341844, 14.7907703], [4.75946207, 6.17858971, 11.75815409], [3.4143192, 9.67936321, 14.79077022], [4.02493401, 8.64733294, 13.06617728], [5.17562195, 10.78791014, 14.79076972], [1.48577083, 8.58376159, 14.7907703], [3.72570588, 5.23834669, 17.72600932], [5.66765288, 3.96121269, 18.12342232], [6.68595683, 0.4593477, 14.79076978], [7.39592048, 1.17437605, 16.09879253], [7.39592082, 1.17437616, 13.48274668], [6.6613929, -1.16722384, 14.79076985], [5.71042806, 2.50568322, 16.30707786], [8.58994128, 2.54751766, 14.79077017], [6.68595683, 5.26969085, 14.79076978], [7.39592048, 5.98471919, 16.09879253], [7.39592082, 5.9847193, 13.48274668], [9.20055682, 3.57954778, 13.06617687], [10.35124375, 6.24931376, 14.79077051], [6.24523299, 3.84414189, 11.75815457], [6.6613929, 3.6431193, 14.79076985], [5.71042806, 7.31602637, 16.30707786], [8.58994128, 7.3578608, 14.79077017], [6.68595683, 10.080034, 14.79076978], [6.6613929, 8.45346245, 14.79076985], [4.69667988, 4.59977969, 17.92471532]], 'cell': [10.351243753, 9.620686292, 29.881576], 'pbc': [False, False, False]}","[-0.682820615756327, 179.23446904909, 3.15229386885737]"
FOR001_19,"{'numbers': [12, 14, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 12, 14, 8, 8, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 12, 6], 'positions': [[6.5910782, 0.53693197, 13.27446208], [2.39098608, 0.17809619, 14.7907703], [3.10095007, -0.5369325, 16.09879322], [6.5910782, 5.34727512, 13.27446208], [1.41545693, 2.94210397, 13.27446201], [3.71156521, 5.30544072, 11.75815368], [4.29497044, 2.90026933, 14.79077022], [2.39098608, 4.98843934, 14.7907703], [5.61554928, 2.58326753, 11.7581543], [4.90558524, 1.86823907, 13.06617728], [3.10094966, 4.27341087, 13.48274749], [3.10095007, 4.27341065, 16.09879322], [0.88065123, 4.28056304, 14.79077051], [6.05627318, 4.00881626, 14.79076972], [2.36642207, 1.80466771, 14.7907703], [5.6401133, 4.20983899, 11.75815409], [6.5910782, 10.15761826, 13.27446208], [1.41545693, 7.75244712, 13.27446201], [-0.88065123, 5.38911007, 14.79077017], [4.29497044, 7.71061248, 14.79077022], [2.39098608, 9.79878249, 14.7907703], [5.61554928, 7.39361067, 11.7581543], [4.90558524, 6.67858221, 13.06617728], [3.10094966, 9.08375402, 13.48274749], [3.10095007, 9.0837538, 16.09879322], [0.88065123, 9.09090618, 14.79077051], [6.05627318, 8.81915941, 14.79076972], [2.36642207, 6.61501086, 14.7907703], [4.85386808, 6.54012798, 18.36804232], [5.66853608, 4.45474098, 17.62801332], [6.59107929, 0.5369325, 16.30707786], [7.56660806, 3.30094012, 14.79076978], [8.27657172, 4.01596847, 16.09879253], [8.27657206, 4.01596858, 13.48274668], [11.23189499, 4.28056304, 14.79077051], [7.54204413, 1.67436857, 14.79076985], [6.59107929, 5.34727564, 16.30707786], [9.47059252, 5.38911007, 14.79077017], [7.56660806, 8.11128327, 14.79076978], [8.27657172, 8.82631161, 16.09879253], [8.27657206, 8.82631172, 13.48274668], [10.08120805, 6.4211402, 13.06617687], [7.12588423, 6.68573431, 11.75815457], [7.54204413, 6.48471172, 14.79076985], [6.59107929, 10.15761879, 16.30707786], [5.26120208, 5.49743398, 17.99802732]], 'cell': [10.351243753, 9.620686292, 30.126195999999997], 'pbc': [False, False, False]}","[-1.88061848075199, 129.072758614778, 1.453745297504]"
FOR001_20,"{'numbers': [12, 12, 8, 14, 14, 8, 8, 8, 8, 8, 12, 12, 12, 12, 12, 14, 14, 14, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 12, 6], 'positions': [[0.26740196, 1.55652354, 13.27446203], [0.26740196, 6.36686668, 13.27446203], [-0.26740306, 5.02840783, 14.79076967], [6.4185536, 1.19768776, 14.79077026], [1.24293182, -0.48981146, 14.79076974], [7.12851718, 0.48265929, 13.48274745], [1.95289548, 0.22521689, 16.09879249], [1.95289582, 0.225217, 13.48274664], [7.12851758, 0.48265907, 16.09879318], [4.90821875, 0.48981146, 14.79077047], [0.26740306, 1.55652406, 16.30707782], [5.44302445, 3.96169554, 13.27446197], [3.14691628, 1.59835849, 14.79077013], [2.56351056, 4.00352947, 11.75815387], [8.32253795, 3.9198609, 14.79077018], [6.4185536, 6.00803091, 14.79077026], [4.46749531, 1.91536015, 11.75815401], [1.24293182, 4.32053169, 14.79076974], [8.93315276, 2.88783063, 13.06617724], [7.12851718, 5.29300244, 13.48274745], [1.95289548, 5.03556003, 16.09879249], [1.95289582, 5.03556014, 13.48274664], [3.75753181, 2.63038862, 13.06617682], [7.12851758, 5.29300222, 16.09879318], [4.90821875, 5.3001546, 14.79077047], [5.97783023, 2.6232365, 11.75815372], [10.0838407, 5.02840783, 14.79076967], [6.39398958, 2.82425928, 14.79077026], [4.49205916, 5.09913186, 11.75815405], [1.21836789, 2.69396014, 14.79076981], [4.76703045, 3.62647333, 18.58534528], [3.77357745, 5.43637733, 17.44628228], [0.26740306, 6.36686721, 16.30707782], [5.44302445, 8.77203868, 13.27446197], [3.14691628, 6.40870164, 14.79077013], [8.32253795, 8.73020405, 14.79077018], [4.46749531, 6.7257033, 11.75815401], [1.24293182, 9.13087483, 14.79076974], [1.95289548, 9.84590318, 16.09879249], [3.75753181, 7.44073177, 13.06617682], [7.12851758, 10.10334536, 16.09879318], [4.90821875, 10.11049775, 14.79077047], [6.39398958, 7.63460243, 14.79077026], [1.21836789, 7.50430329, 14.79076981], [10.61864681, 6.36686721, 16.30707782], [4.27030345, 4.53142533, 18.01581428]], 'cell': [10.351243753, 9.620686292, 30.343499], 'pbc': [False, False, False]}","[-0.335603942349962, 178.23117149205, 3.11873658459653]"
FOR001_21,"{'numbers': [12, 12, 12, 14, 8, 8, 8, 8, 12, 12, 12, 12, 14, 14, 8, 8, 8, 8, 8, 8, 8, 12, 8, 8, 8, 8, 8, 8, 14, 8, 8, 12, 12, 14, 8, 8, 8, 8, 8, 8, 12, 12, 14, 8, 8, 6], 'positions': [[5.71042696, 1.76043513, 13.27446208], [2.83091398, 1.71860073, 11.75815368], [3.4143192, -0.68657066, 14.79077022], [1.51033485, 1.40159935, 14.7907703], [2.22029843, 0.68657088, 13.48274749], [2.22029883, 0.68657066, 16.09879322], [0.0, 0.69372305, 14.79077051], [5.17562195, 0.42197627, 14.79076972], [5.71042696, 6.57077827, 13.27446208], [0.5348057, 4.16560713, 13.27446201], [2.83091398, 6.52894388, 11.75815368], [3.4143192, 4.12377249, 14.79077022], [1.51033485, 6.21194249, 14.7907703], [4.73489805, 3.80677068, 11.7581543], [4.02493401, 3.09174222, 13.06617728], [2.22029843, 5.49691403, 13.48274749], [2.22029883, 5.4969138, 16.09879322], [0.0, 5.50406619, 14.79077051], [5.17562195, 5.23231942, 14.79076972], [1.48577083, 3.02817087, 14.7907703], [4.75946207, 5.43334214, 11.75815409], [3.4143192, 8.93411563, 14.79077022], [4.02493401, 7.90208537, 13.06617728], [2.22029883, 10.30725695, 16.09879322], [5.17562195, 10.04266256, 14.79076972], [1.48577083, 7.83851401, 14.7907703], [5.59355555, 4.06798916, 18.62228632], [3.54035955, 3.97835116, 17.46621032], [6.68595683, -0.28589987, 14.79076978], [7.39592048, 0.42912847, 16.09879253], [7.39592082, 0.42912858, 13.48274668], [5.71042806, 1.76043565, 16.30707786], [8.58994128, 1.80227008, 14.79077017], [6.68595683, 4.52444328, 14.79076978], [7.39592048, 5.23947162, 16.09879253], [7.39592082, 5.23947173, 13.48274668], [9.20055682, 2.83430021, 13.06617687], [10.35124375, 5.50406619, 14.79077051], [6.24523299, 3.09889432, 11.75815457], [6.6613929, 2.89787173, 14.79076985], [5.71042806, 6.5707788, 16.30707786], [8.58994128, 6.61261323, 14.79077017], [6.68595683, 9.33478642, 14.79076978], [7.39592048, 10.04981477, 16.09879253], [6.6613929, 7.70821487, 14.79076985], [4.56695755, 4.02317016, 18.04424832]], 'cell': [10.351243753, 9.620686292, 30.38044], 'pbc': [False, False, False]}","[-0.942296896054586, 177.533514522945, 2.93569496329945]"
